year,university_id,name_en,SUM(enrolled),sum(students),sum(graduates),sum(entrants),sum(morning),sum(afternoon),sum(night),sum(full_time)
2011,01808,"Systems analysis and development (technologist)",338,472,41,74,82,0,109,0
2011,01809,"Computer Sciences",146,196,7,76,196,196,0,0
2011,01809,"Systems analysis and development (technologist)",146,196,7,76,196,196,0,0
2011,01810,"Computer Sciences",1418,1539,89,451,738,0,1201,0
2011,01810,"Systems analysis and development (technologist)",1315,1427,89,376,738,0,1089,0
2011,01811,"Computer science",168,230,0,75,0,0,230,0
2011,01811,"Computer Sciences",421,570,12,192,0,0,570,0
2011,01811,"Systems analysis and development (technologist)",253,340,12,117,0,0,340,0
2011,01812,"Computer Sciences",133,165,1,42,0,165,165,0
2011,01812,"Systems analysis and development (technologist)",133,165,1,42,0,165,165,0
2011,01813,"Computer (IT) teacher education",129,134,0,72,0,0,0,134
2011,01813,"Computer Sciences",394,512,3,104,0,144,174,0
2011,01813,"Systems analysis and development (technologist)",370,482,3,74,0,144,144,0
2011,01818,"Computer science",125,174,2,61,0,0,174,0
2011,01818,"Computer Sciences",125,174,2,61,0,0,174,0
2011,01819,"Computer science",189,283,9,50,283,0,283,0
2011,01819,"Computer Sciences",189,283,9,50,283,0,283,0
2011,01820,"Computer Sciences",319,369,44,95,0,203,166,0
2011,01820,"Systems analysis and development (technologist)",319,369,44,95,0,203,166,0
2011,01822,"Computer science",128,221,15,53,221,0,221,0
2011,01822,"Computer Sciences",128,221,15,53,221,0,221,0
2011,01836,"Computer Sciences",80,107,16,51,0,0,107,0
2011,01836,"Information systems",80,107,16,51,0,0,107,0
2011,01838,"Computer Sciences",234,323,37,191,323,0,323,0
2011,01838,"Information systems",234,323,37,191,323,0,323,0
2011,01841,"Computer Sciences",64,94,0,39,94,0,94,0
2011,01841,"Information systems",64,94,0,39,94,0,94,0
2011,01844,"Computer Sciences",94,146,10,72,0,0,146,0
2011,01844,"Systems analysis and development (technologist)",94,146,10,72,0,0,146,0
2011,01846,"Computer (IT) teacher education",6,7,1,0,0,0,7,0
2011,01846,"Computer engineering",50,80,10,11,0,0,0,80
2011,01846,"Computer science",42,71,1,27,0,0,71,71
2011,01846,"Computer Sciences",180,290,40,56,0,0,290,71
2011,01846,"Systems analysis and development (technologist)",133,210,39,28,0,0,210,0
2011,01850,"Computer Sciences",39,75,2,44,0,0,75,0
2011,01850,"Information systems",39,75,2,44,0,0,75,0
2011,01853,"Computer engineering",68,88,0,69,88,0,88,0
2011,01853,"Computer science",120,173,1,64,173,0,173,0
2011,01853,"Computer Sciences",809,1239,163,407,1239,0,1239,0
2011,01853,"Systems analysis and development (technologist)",274,395,64,130,395,0,395,0
2011,01854,"Computer science",29,45,7,1,0,0,45,0
2011,01854,"Computer Sciences",51,94,7,50,0,0,94,0
2011,01869,"Computer Sciences",173,206,22,71,0,0,206,0
2011,01869,"Information systems",173,206,22,71,0,0,206,0
2011,01872,"Computer science",197,296,30,60,0,0,296,0
2011,01872,"Computer Sciences",509,738,141,135,0,0,738,0
2011,01873,"Computer Sciences",75,93,7,23,93,0,93,0
2011,01873,"Information systems",75,93,7,23,93,0,93,0
2011,01874,"Computer Sciences",1175,1373,144,313,1187,135,1320,0
2011,01874,"Systems analysis",857,1054,142,0,1003,0,1054,0
2011,01874,"Systems analysis and development (technologist)",140,141,2,135,6,135,141,0
2011,01876,"Computer science",114,158,0,21,0,0,158,0
2011,01876,"Computer Sciences",114,158,0,21,0,0,158,0
2011,01877,"Computer Sciences",82,120,6,33,0,0,120,0
2011,01877,"Information systems",82,120,6,33,0,0,120,0
2011,01878,"Computer science",299,411,58,116,0,0,411,0
2011,01878,"Computer Sciences",299,411,58,116,0,0,411,0
2011,01879,"Computer science",117,182,5,17,0,0,182,0
2011,01879,"Computer Sciences",190,290,17,54,0,0,290,0
2011,01879,"Systems analysis and development (technologist)",73,108,12,37,0,0,108,0
2011,01885,"Computer science",120,148,0,53,0,0,148,0
2011,01885,"Computer Sciences",120,148,0,53,0,0,148,0
2011,01892,"Computer Sciences",658,948,79,177,948,0,948,0
2011,01892,"Information systems",623,911,79,140,911,0,911,0
2011,01892,"Systems analysis and development (technologist)",35,37,0,37,37,0,37,0
2011,01895,"Computer Sciences",78,112,2,23,0,0,112,0
2011,01895,"Information systems",78,112,2,23,0,0,112,0
2011,01898,"Computer science",188,215,21,75,0,0,215,0
2011,01898,"Computer Sciences",188,215,21,75,0,0,215,0
2011,01900,"Computer Sciences",33,47,12,0,0,0,47,0
2011,01900,"Information systems",33,47,12,0,0,0,47,0
2011,01908,"Computer science",36,55,0,14,0,0,55,0
2011,01908,"Computer Sciences",36,55,0,14,0,0,55,0
2011,01909,"Computer Sciences",42,71,22,0,0,0,71,0
2011,01909,"Information systems",42,71,22,0,0,0,71,0
2011,01913,"Computer science",67,100,4,52,100,0,100,0
2011,01913,"Computer Sciences",67,100,4,52,100,0,100,0
2011,01919,"Computer science",125,188,14,67,0,0,188,0
2011,01919,"Computer Sciences",133,208,14,76,0,0,208,0
2011,01927,"Computer science",149,150,62,32,0,0,150,0
2011,01927,"Computer Sciences",149,150,62,32,0,0,150,0
2011,01944,"Computer Sciences",707,887,142,269,887,0,887,0
2011,01944,"Systems analysis and development (technologist)",461,576,84,184,576,0,576,0
2011,01945,"Computer Sciences",51,73,0,4,0,0,73,0
2011,01945,"Systems analysis and development (technologist)",51,73,0,4,0,0,73,0
2011,01952,"Computer Sciences",27,38,13,0,0,0,38,0
2011,01952,"Systems analysis and development (technologist)",27,38,13,0,0,0,38,0
2011,01957,"Computer Sciences",72,119,16,40,0,0,119,0
2011,01965,"Computer Sciences",306,420,17,139,420,0,420,0
2011,01965,"Systems analysis and development (technologist)",306,420,17,139,420,0,420,0
2011,01966,"Computer Sciences",4,5,4,0,0,0,5,0
2011,01966,"Information systems",4,5,4,0,0,0,5,0
2011,01970,"Computer Sciences",238,272,21,43,0,0,272,0
2011,01970,"Information systems",238,272,21,43,0,0,272,0
2011,01978,"Computer Sciences",28,31,0,31,31,0,31,0
2011,01978,"Systems analysis and development (technologist)",28,31,0,31,31,0,31,0
2011,01984,"Computer Sciences",46,67,14,18,0,0,67,0
2011,01984,"Systems analysis and development (technologist)",46,67,14,18,0,0,67,0
2011,01986,"Computer Sciences",148,197,44,62,0,0,197,0
2011,01988,"Computer Sciences",161,215,10,49,0,0,215,0
2011,01988,"Information systems",161,215,10,49,0,0,215,0
2011,01996,"Computer science",153,245,13,44,0,0,245,0
2011,01996,"Computer Sciences",399,689,70,214,0,0,689,0
2011,01996,"Systems analysis and development (technologist)",83,151,12,68,0,0,151,0
2011,02009,"Computer science",87,149,17,24,0,0,149,0
2011,02009,"Computer Sciences",87,149,17,24,0,0,149,0
2011,02010,"Computer Sciences",177,246,45,102,0,0,246,0
2011,02010,"Information systems",67,86,15,36,0,0,86,0
2011,02010,"Systems analysis and development (technologist)",53,86,13,40,0,0,86,0
2011,02021,"Computer Sciences",59,62,0,62,0,0,62,0
2011,02021,"Information systems",59,62,0,62,0,0,62,0
2011,02022,"Computer science",42,55,0,26,0,0,55,0
2011,02022,"Computer Sciences",42,55,0,26,0,0,55,0
2011,02036,"Computer Sciences",182,262,60,106,0,262,262,0
2011,02037,"Computer science",188,287,11,42,0,0,287,0
2011,02037,"Computer Sciences",246,375,11,91,88,0,375,0
2011,02056,"Computer Sciences",79,140,30,25,0,0,140,0
2011,02075,"Computer science",66,130,0,30,0,0,130,0
2011,02075,"Computer Sciences",186,331,18,52,0,0,331,0
2011,02075,"Systems analysis and development (technologist)",120,201,18,22,0,0,201,0
2011,02076,"Computer Sciences",27,31,8,17,31,0,31,0
2011,02076,"Systems analysis and development (technologist)",27,31,8,17,31,0,31,0
2011,02077,"Computer science",89,128,2,28,0,0,128,0
2011,02077,"Computer Sciences",89,128,2,28,0,0,128,0
2011,02085,"Computer science",82,144,5,31,0,0,144,0
2011,02085,"Computer Sciences",356,516,27,139,0,0,516,0
2011,02085,"Systems analysis and development (technologist)",180,233,22,48,0,0,233,0
2011,02086,"Computer Sciences",86,132,32,33,0,0,132,0
2011,02113,"Computer science",123,216,7,24,216,0,216,0
2011,02113,"Computer Sciences",123,216,7,24,216,0,216,0
2011,02117,"Computer Sciences",33,33,0,4,0,0,33,0
2011,02117,"Systems analysis and development (technologist)",33,33,0,4,0,0,33,0
2011,02122,"Computer Sciences",125,173,0,116,173,0,173,0
2011,02123,"Computer Sciences",59,94,0,22,0,0,94,0
2011,02132,"Computer science",273,451,23,73,0,0,451,0
2011,02132,"Computer Sciences",463,741,87,121,0,0,741,0
2011,02135,"Computer science",125,150,13,49,0,0,150,0
2011,02135,"Computer Sciences",125,150,13,49,0,0,150,0
2011,02145,"Computer Sciences",272,356,35,128,168,0,356,0
2011,02145,"Information systems",133,168,9,57,168,0,168,0
2011,02146,"Computer Sciences",14,33,12,0,0,0,33,0
2011,02147,"Computer science",284,429,18,160,429,0,429,0
2011,02147,"Computer Sciences",284,429,18,160,429,0,429,0
2011,02168,"Computer science",28,78,4,21,0,0,78,0
2011,02168,"Computer Sciences",129,243,4,98,0,0,243,0
2011,02171,"Computer Sciences",111,190,10,95,0,0,190,0
2011,02171,"Systems analysis and development (technologist)",111,190,10,95,0,0,190,0
2011,02175,"Computer science",325,519,39,122,0,0,519,0
2011,02175,"Computer Sciences",325,519,39,122,0,0,519,0
2011,02183,"Computer (IT) teacher education",14,20,7,0,20,0,20,0
2011,02183,"Computer engineering",213,248,10,39,248,0,248,0
2011,02183,"Computer science",578,785,105,215,785,0,785,0
2011,02183,"Computer Sciences",578,785,105,215,785,0,785,0
2011,02184,"Computer Sciences",137,250,5,24,0,0,250,0
2011,02184,"Information systems",137,250,5,24,0,0,250,0
2011,02194,"Computer Sciences",114,115,40,19,0,0,115,0
2011,02198,"Computer Sciences",11,17,0,17,17,0,17,0
2011,02198,"Systems analysis and development (technologist)",11,17,0,17,17,0,17,0
2011,02206,"Computer science",29,41,5,0,0,0,41,0
2011,02206,"Computer Sciences",97,133,14,19,0,0,133,0
2011,02222,"Computer Sciences",137,236,26,47,0,236,236,0
2011,02222,"Information systems",137,236,26,47,0,236,236,0
2011,02242,"Computer science",81,131,5,13,0,0,131,0
2011,02242,"Computer Sciences",81,131,5,13,0,0,131,0
2011,02244,"Computer science",123,203,0,52,203,0,203,0
2011,02244,"Computer Sciences",123,203,0,52,203,0,203,0
2011,02257,"Computer Sciences",128,193,42,51,193,0,193,0
2011,02257,"Systems analysis and development (technologist)",128,193,42,51,193,0,193,0
2011,02270,"Computer Sciences",25,25,0,25,25,0,25,0
2011,02270,"Systems analysis and development (technologist)",25,25,0,25,25,0,25,0
2011,02279,"Computer Sciences",148,245,27,59,245,0,245,0
2011,02279,"Information systems",148,245,27,59,245,0,245,0
2011,02322,"Computer science",55,94,17,11,0,0,94,0
2011,02322,"Computer Sciences",55,94,17,11,0,0,94,0
2011,02336,"Computer Sciences",144,225,13,73,225,0,225,0
2011,02336,"Systems analysis and development (technologist)",144,225,13,73,225,0,225,0
2011,02365,"Computer Sciences",118,157,10,18,0,0,157,0
2011,02365,"Information systems",118,157,10,18,0,0,157,0
2011,02366,"Computer science",15,15,15,0,15,0,15,0
2011,02366,"Computer Sciences",15,15,15,0,15,0,15,0
2011,02383,"Computer Sciences",153,218,5,36,0,0,218,0
2011,02383,"Information systems",153,218,5,36,0,0,218,0
2011,02408,"Computer engineering",11,15,0,15,15,0,15,0
2011,02437,"Computer science",126,184,20,33,0,184,184,0
2011,02437,"Computer Sciences",126,184,20,33,0,184,184,0
2011,02447,"Computer Sciences",38,56,8,17,0,0,56,0
2011,02451,"Computer Sciences",220,381,26,103,0,381,381,0
2011,02451,"Systems analysis and development (technologist)",110,194,10,50,0,194,194,0
2011,02459,"Computer science",110,125,23,20,0,0,125,0
2011,02459,"Computer Sciences",110,125,23,20,0,0,125,0
2011,02460,"Computer Sciences",245,429,92,89,429,0,429,0
2011,02460,"Systems analysis and development (technologist)",128,215,36,65,215,0,215,0
2011,02466,"Computer Sciences",102,120,0,19,0,0,120,0
2011,02466,"Information systems",102,120,0,19,0,0,120,0
2011,02488,"Computer Sciences",136,178,25,34,0,0,178,0
2011,02488,"Systems analysis and development (technologist)",136,178,25,34,0,0,178,0
2011,02494,"Computer science",80,109,8,30,0,0,109,0
2011,02494,"Computer Sciences",80,109,8,30,0,0,109,0
2011,02501,"Computer Sciences",230,302,90,113,302,0,302,0
2011,02557,"Computer Sciences",2,3,1,0,0,0,3,0
2011,02557,"Systems analysis",2,3,1,0,0,0,3,0
2011,02564,"Computer science",520,610,38,188,0,0,0,610
2011,02564,"Computer Sciences",520,610,38,188,0,0,0,610
2011,02565,"Computer Sciences",341,558,67,178,0,0,558,0
2011,02565,"Systems analysis and development (technologist)",280,452,31,167,0,0,452,0
2011,02566,"Computer Sciences",29,38,29,2,0,0,38,0
2011,02568,"Computer Sciences",88,101,0,32,0,0,101,0
2011,02568,"Information systems",88,101,0,32,0,0,101,0
2011,02571,"Computer Sciences",85,106,0,30,0,0,106,0
2011,02571,"Information systems",85,106,0,30,0,0,106,0
2011,02575,"Computer Sciences",0,1,0,0,0,0,1,0
2011,02579,"Computer Sciences",224,299,10,102,0,0,299,0
2011,02579,"Information systems",224,299,10,102,0,0,299,0
2011,02582,"Computer science",44,62,4,0,0,0,62,0
2011,02582,"Computer Sciences",44,62,4,0,0,0,62,0
2011,02593,"Computer science",234,310,25,61,0,0,310,0
2011,02593,"Computer Sciences",234,310,25,61,0,0,310,0
2011,02613,"Computer science",81,92,0,1,92,0,92,0
2011,02613,"Computer Sciences",81,92,0,1,92,0,92,0
2011,02625,"Computer science",74,105,0,64,105,0,105,0
2011,02625,"Computer Sciences",429,580,76,202,105,0,580,0
2011,02625,"Systems analysis and development (technologist)",171,225,25,66,0,0,225,0
2011,02632,"Computer Sciences",94,122,11,37,0,0,122,0
2011,02632,"Information systems",94,122,11,37,0,0,122,0
2011,02642,"Computer Sciences",19,19,0,19,0,0,19,0
2011,02642,"Information systems",19,19,0,19,0,0,19,0
2011,02676,"Computer science",171,254,8,44,0,0,254,0
2011,02676,"Computer Sciences",171,254,8,44,0,0,254,0
2011,02723,"Computer Sciences",138,206,29,22,206,0,206,0
2011,02745,"Computer Sciences",227,430,131,11,0,388,430,0
2011,02750,"Computer Sciences",16,30,13,0,0,0,30,0
2011,02754,"Computer science",56,75,0,32,0,0,75,0
2011,02754,"Computer Sciences",56,75,0,32,0,0,75,0
2011,02755,"Computer Sciences",55,93,7,23,93,0,93,0
2011,02755,"Information systems",55,93,7,23,93,0,93,0
2011,02766,"Computer Sciences",35,63,9,10,0,0,63,0
2011,02773,"Computer Sciences",142,198,28,40,0,0,198,0
2011,02774,"Computer Sciences",242,315,26,86,0,0,315,0
2011,02774,"Information systems",242,315,26,86,0,0,315,0
2011,02779,"Computer Sciences",32,58,8,24,0,0,58,0
2011,02779,"Information systems",32,58,8,24,0,0,58,0
2011,02783,"Computer Sciences",737,937,69,248,937,0,937,0
2011,02783,"Systems analysis and development (technologist)",432,555,25,146,555,0,555,0
2011,02784,"Computer Sciences",66,97,15,0,0,0,97,0
2011,02784,"Systems analysis and development (technologist)",66,97,15,0,0,0,97,0
2011,02804,"Computer Sciences",8,13,0,13,0,0,13,0
2011,02835,"Computer Sciences",926,1617,182,277,1617,0,1617,0
2011,02835,"Information systems",344,585,19,99,585,0,585,0
2011,02844,"Computer Sciences",59,72,7,2,0,0,72,0
2011,02844,"Information systems",59,72,7,2,0,0,72,0
2011,02935,"Computer Sciences",106,179,15,42,0,0,179,0
2011,02935,"Information systems",106,179,15,42,0,0,179,0
2011,02942,"Computer Sciences",186,243,14,86,0,0,243,0
2011,02942,"Systems analysis and development (technologist)",186,243,14,86,0,0,243,0
2011,02950,"Computer Sciences",65,93,0,93,93,0,93,0
2011,02950,"Systems analysis and development (technologist)",65,93,0,93,93,0,93,0
2011,02961,"Computer Sciences",88,106,0,3,0,0,106,0
2011,02961,"Information systems",88,106,0,3,0,0,106,0
2011,02964,"Computer Sciences",88,139,18,54,0,0,139,0
2011,02964,"Systems analysis and development (technologist)",88,139,18,54,0,0,139,0
2011,02971,"Computer science",118,139,29,21,0,0,139,0
2011,02971,"Computer Sciences",118,139,29,21,0,0,139,0
2011,02974,"Computer Sciences",95,153,23,35,0,0,153,0
2011,02974,"Systems analysis and development (technologist)",95,153,23,35,0,0,153,0
2011,03149,"Computer Sciences",266,358,7,64,39,0,358,0
2011,03149,"Information systems",242,319,2,63,0,0,319,0
2011,03151,"Computer science",346,625,51,97,241,0,625,0
2011,03151,"Computer Sciences",346,625,51,97,241,0,625,0
2011,03159,"Computer Sciences",209,295,6,103,0,0,295,0
2011,03159,"Systems analysis and development (technologist)",140,185,0,70,0,0,185,0
2011,03160,"Computer science",253,295,0,117,0,0,295,0
2011,03160,"Computer Sciences",313,381,16,127,0,86,299,0
2011,03160,"Systems analysis and development (technologist)",58,82,16,10,0,82,0,0
2011,03161,"Computer (IT) teacher education",115,125,0,85,125,125,0,0
2011,03164,"Computer Sciences",582,887,46,139,458,458,92,0
2011,03164,"Systems analysis and development (technologist)",65,92,2,24,0,0,92,0
2011,03165,"Computer (IT) teacher education",72,82,0,54,82,0,82,0
2011,03165,"Computer Sciences",444,514,66,237,130,0,514,0
2011,03165,"Systems analysis and development (technologist)",329,384,66,161,0,0,384,0
2011,03169,"Computer science",42,49,0,30,49,0,49,0
2011,03169,"Computer Sciences",464,656,62,265,656,0,656,0
2011,03169,"Systems analysis and development (technologist)",224,325,39,130,325,0,325,0
2011,03172,"Computer (IT) teacher education",496,536,18,94,0,279,536,0
2011,03172,"Computer engineering",174,194,9,40,40,0,0,154
2011,03172,"Computer Sciences",576,682,239,50,0,355,327,0
2011,03172,"Systems analysis and development (technologist)",576,682,239,50,0,355,327,0
2011,03184,"Computer Sciences",171,222,19,61,0,222,222,0
2011,03184,"Systems analysis and development (technologist)",171,222,19,61,0,222,222,0
2011,03188,"Computer Sciences",134,192,26,33,192,192,192,0
2011,03188,"Systems analysis and development (technologist)",134,192,26,33,192,192,192,0
2011,03189,"Computer science",112,137,0,64,0,0,0,137
2011,03189,"Computer Sciences",216,290,17,93,18,0,135,137
2011,03189,"Systems analysis and development (technologist)",90,135,15,29,0,0,135,0
2011,03194,"Computer science",138,202,20,64,202,0,202,0
2011,03194,"Computer Sciences",138,202,20,64,202,0,202,0
2011,03205,"Computer Sciences",129,200,18,71,0,0,200,0
2011,03227,"Computer Sciences",153,323,59,0,0,0,323,0
2011,03227,"Information systems",153,323,59,0,0,0,323,0
2011,03230,"Computer Sciences",23,30,0,1,0,0,30,0
2011,03230,"Information systems",23,30,0,1,0,0,30,0
2011,03232,"Computer science",33,43,5,17,0,0,43,0
2011,03232,"Computer Sciences",33,43,5,17,0,0,43,0
2011,03279,"Computer science",139,181,9,80,0,0,0,181
2011,03279,"Computer Sciences",220,282,28,111,0,0,0,282
2011,03294,"Computer Sciences",422,919,124,172,299,0,919,0
2011,03299,"Computer Sciences",64,94,2,1,94,0,94,0
2011,03303,"Computer science",82,133,5,26,0,0,133,0
2011,03303,"Computer Sciences",82,133,5,26,0,0,133,0
2011,03304,"Computer Sciences",161,253,41,48,0,0,253,0
2011,03304,"Information systems",161,253,41,48,0,0,253,0
2011,03307,"Computer Sciences",44,45,11,32,45,0,45,0
2011,03307,"Systems analysis and development (technologist)",44,45,11,32,45,0,45,0
2011,03308,"Computer Sciences",218,250,48,64,0,0,250,0
2011,03308,"Systems analysis and development (technologist)",218,250,48,64,0,0,250,0
2011,03309,"Computer Sciences",249,419,25,207,419,0,419,0
2011,03309,"Systems analysis and development (technologist)",197,318,21,158,318,0,318,0
2011,03311,"Computer Sciences",4,25,4,11,0,0,25,0
2011,03311,"Systems analysis and development (technologist)",4,25,4,11,0,0,25,0
2011,03332,"Computer Sciences",192,237,45,68,237,0,237,0
2011,03333,"Computer engineering",96,120,0,28,120,0,120,0
2011,03333,"Computer Sciences",403,512,41,84,512,0,512,0
2011,03333,"Systems analysis and development (technologist)",239,312,19,46,312,0,312,0
2011,03336,"Computer engineering",121,163,15,33,163,0,0,0
2011,03337,"Computer Sciences",349,495,32,113,0,190,495,0
2011,03339,"Computer Sciences",49,101,10,8,0,0,101,0
2011,03339,"Systems analysis and development (technologist)",49,101,10,8,0,0,101,0
2011,03368,"Computer science",211,381,30,67,0,0,162,0
2011,03368,"Computer Sciences",294,515,48,98,0,0,296,0
2011,03368,"Systems analysis and development (technologist)",83,134,18,31,0,0,134,0
2011,03371,"Computer Sciences",234,335,46,55,335,0,335,0
2011,03371,"Information systems",234,335,46,55,335,0,335,0
2011,03388,"Computer science",325,345,16,151,0,0,345,0
2011,03388,"Computer Sciences",325,345,16,151,0,0,345,0
2011,03427,"Computer science",0,62,0,4,0,0,62,0
2011,03427,"Computer Sciences",0,62,0,4,0,0,62,0
2011,03456,"Computer engineering",10,16,0,10,0,0,16,0
2011,03456,"Computer science",74,99,22,17,0,0,99,0
2011,03456,"Computer Sciences",255,357,83,69,0,0,357,0
2011,03456,"Systems analysis and development (technologist)",50,88,7,28,0,0,88,0
2011,03459,"Computer engineering",57,57,0,57,57,0,57,0
2011,03460,"Computer engineering",59,67,18,11,0,0,0,67
2011,03460,"Computer Sciences",109,122,27,20,0,0,122,0
2011,03460,"Information systems",109,122,27,20,0,0,122,0
2011,03465,"Computer science",189,231,20,52,231,0,231,0
2011,03465,"Computer Sciences",189,231,20,52,231,0,231,0
2011,03478,"Computer Sciences",14,18,10,0,0,0,18,0
2011,03478,"Information systems",14,18,10,0,0,0,18,0
2011,03495,"Computer Sciences",91,108,19,14,0,0,108,0
2011,03495,"Information systems",91,108,19,14,0,0,108,0
2011,03502,"Computer Sciences",40,61,21,28,0,0,61,0
2011,03529,"Computer science",249,342,20,108,187,0,342,0
2011,03529,"Computer Sciences",249,342,20,108,187,0,342,0
2011,03538,"Computer Sciences",20,37,3,0,0,0,37,0
2011,03538,"Systems analysis and development (technologist)",20,37,3,0,0,0,37,0
2011,03543,"Computer Sciences",38,60,0,19,0,0,60,0
2011,03588,"Computer science",299,374,4,75,374,0,374,0
2011,03588,"Computer Sciences",299,374,4,75,374,0,374,0
2011,03602,"Computer science",245,361,41,43,0,0,361,0
2011,03602,"Computer Sciences",245,361,41,43,0,0,361,0
2011,03603,"Computer science",182,190,7,26,190,0,190,0
2011,03603,"Computer Sciences",339,349,37,52,349,0,349,0
2011,03610,"Computer Sciences",293,385,135,56,385,0,385,0
2011,03610,"Systems analysis and development (technologist)",9,12,9,0,12,0,12,0
2011,03611,"Computer science",27,62,0,14,0,0,62,0
2011,03611,"Computer Sciences",27,62,0,14,0,0,62,0
2011,03612,"Computer science",196,205,15,36,0,0,205,0
2011,03612,"Computer Sciences",196,205,15,36,0,0,205,0
2011,03613,"Computer Sciences",164,185,4,36,0,0,185,0
2011,03613,"Information systems",109,122,2,23,0,0,122,0
2011,03641,"Computer Sciences",160,187,30,44,0,0,187,0
2011,03641,"Information systems",160,187,30,44,0,0,187,0
2011,03649,"Computer Sciences",28,45,0,45,45,0,45,0
2011,03649,"Systems analysis and development (technologist)",28,45,0,45,45,0,45,0
2011,03657,"Computer science",326,434,36,169,0,0,434,0
2011,03657,"Computer Sciences",427,585,49,230,151,0,434,0
2011,03657,"Systems analysis and development (technologist)",62,88,13,30,88,0,0,0
2011,03669,"Computer Sciences",84,84,0,46,84,0,84,0
2011,03683,"Computer Sciences",54,62,11,21,0,0,62,0
2011,03683,"Systems analysis and development (technologist)",54,62,11,21,0,0,62,0
2011,03684,"Computer Sciences",28,51,4,24,0,0,51,0
2011,03688,"Computer Sciences",109,132,22,48,0,0,132,0
2011,03688,"Systems analysis and development (technologist)",109,132,22,48,0,0,132,0
2011,03692,"Computer Sciences",31,154,13,25,0,0,154,0
2011,03743,"Computer engineering",46,92,0,6,92,0,92,0
2011,03768,"Computer Sciences",56,95,3,26,0,0,95,0
2011,03768,"Information systems",56,95,3,26,0,0,95,0
2011,03772,"Computer Sciences",191,287,10,55,0,0,0,287
2011,03779,"Computer Sciences",40,45,0,45,27,0,45,0
2011,03779,"Systems analysis and development (technologist)",17,18,0,18,0,0,18,0
2011,03783,"Computer science",39,57,0,57,0,0,57,0
2011,03783,"Computer Sciences",39,57,0,57,0,0,57,0
2011,03797,"Computer Sciences",174,202,0,84,0,0,202,0
2011,03797,"Systems analysis and development (technologist)",174,202,0,84,0,0,202,0
2011,03803,"Computer Sciences",25,25,0,25,0,0,25,0
2011,03803,"Systems analysis and development (technologist)",25,25,0,25,0,0,25,0
2011,03804,"Computer Sciences",1017,1424,53,262,1424,0,1424,0
2011,03804,"Systems analysis and development (technologist)",778,1103,53,166,1103,0,1103,0
2011,03805,"Computer Sciences",181,301,49,89,101,0,200,0
2011,03805,"Systems analysis and development (technologist)",62,101,17,29,101,0,0,0
2011,03807,"Computer Sciences",28,34,13,13,34,0,34,0
2011,03840,"Computer science",164,274,17,68,0,0,274,0
2011,03840,"Computer Sciences",177,299,30,68,0,0,299,0
2011,03849,"Computer (IT) teacher education",59,59,0,59,0,0,0,59
2011,03849,"Computer science",315,379,49,80,0,0,0,379
2011,03849,"Computer Sciences",315,379,49,80,0,0,0,379
2011,03853,"Computer Sciences",49,51,0,51,51,0,51,0
2011,03875,"Computer science",99,130,26,34,0,0,130,0
2011,03875,"Computer Sciences",99,130,26,34,0,0,130,0
2011,03877,"Computer Sciences",12,13,0,13,0,0,13,0
2011,03877,"Information systems",12,13,0,13,0,0,13,0
2011,03930,"Computer science",40,54,7,28,54,0,54,0
2011,03930,"Computer Sciences",40,54,7,28,54,0,54,0
2011,03936,"Computer science",294,299,37,66,0,0,299,0
2011,03936,"Computer Sciences",367,373,70,67,0,0,373,0
2011,03936,"Systems analysis and development (technologist)",73,74,33,1,0,0,74,0
2011,03937,"Computer science",291,293,23,42,0,0,293,0
2011,03937,"Computer Sciences",291,293,23,42,0,0,293,0
2011,03940,"Computer science",70,70,6,0,0,0,70,0
2011,03940,"Computer Sciences",70,70,6,0,0,0,70,0
2011,03954,"Computer science",72,86,26,10,0,0,86,0
2011,03954,"Computer Sciences",72,86,26,10,0,0,86,0
2011,03966,"Computer (IT) teacher education",16,18,16,3,18,0,18,0
2011,03972,"Computer Sciences",11,14,11,0,0,0,14,0
2011,03974,"Computer engineering",40,46,0,41,0,0,46,0
2011,03974,"Computer science",60,110,8,0,110,0,110,0
2011,03974,"Computer Sciences",60,110,8,0,110,0,110,0
2011,03977,"Computer Sciences",345,555,58,195,0,555,555,0
2011,03979,"Computer Sciences",20,35,0,7,0,0,35,0
2011,03983,"Computer science",106,133,13,39,0,0,133,0
2011,03983,"Computer Sciences",106,133,13,39,0,0,133,0
2011,03984,"Computer engineering",180,233,5,57,0,0,0,233
2011,03985,"Computer science",382,516,59,144,145,0,516,0
2011,03985,"Computer Sciences",786,1130,125,433,145,0,1130,0
2011,03985,"Systems analysis and development (technologist)",82,102,0,102,0,0,102,0
2011,03989,"Computer Sciences",18,26,2,0,26,0,26,0
2011,03991,"Computer Sciences",162,382,45,92,0,0,382,0
2011,03998,"Computer engineering",48,53,0,26,53,53,0,0
2011,03998,"Computer Sciences",124,175,2,42,175,0,175,0
2011,03998,"Systems analysis and development (technologist)",124,175,2,42,175,0,175,0
2011,04006,"Computer Sciences",214,308,0,95,308,0,308,0
2011,04006,"Systems analysis and development (technologist)",149,215,0,82,215,0,215,0
2011,04007,"Computer science",101,127,23,25,0,0,127,0
2011,04007,"Computer Sciences",101,127,23,25,0,0,127,0
2011,04008,"Computer Sciences",96,134,19,39,0,0,134,0
2011,04008,"Systems analysis and development (technologist)",96,134,19,39,0,0,134,0
2011,04010,"Computer engineering",51,72,6,8,0,0,72,0
